,Comment_ID,Parent_ID,Author,Text,Likes,Timestamp,Category,Video_Title,Channel,Thumbnail_URL,View_Count,Video_URL,Cleaned_Text,Timestamp_IST,cleaned_text
0,UgwwbHOeSPC1oVYFXWN4AaABAg,ROOT,@finneganwoolley6557,"wendover making great content yet again. would love to see an updated piece, with all wendover's well researched and clearly presented data. after all, five years has proved to be a geological timespan in both development and adoption of  evs, charging technology and charging infrastructure (though admittedly the infrastructure is still lagging a little here in australia).

quick sidenote...wendover rhymes with bendover (juvenile snorting chuckle behind hand emoji).",0,2026-03-17 03:29:08+00:00,EV_Tech,The Electric Vehicle Charging Problem,Wendover Productions,https://i.ytimg.com/vi/pLcqJ2DclEg/hqdefault.jpg,5052968,https://www.youtube.com/watch?v=pLcqJ2DclEg,"wendover making great content yet again. would love to see an updated piece, with all wendover's well researched and clearly presented data. after all, five years has proved to be a geological timespan in both development and adoption of evs, charging technology and charging infrastructure (though admittedly the infrastructure is still lagging a little here in australia). quick sidenote...wendover rhymes with bendover (juvenile snorting chuckle behind hand emoji).",2026-03-17 08:59:08+05:30,"wendover making great content yet again would love to see an updated piece with all wendovers well researched and clearly presented data after all five years has proved to be a geological timespan in both development and adoption of  evs charging technology and charging infrastructure though admittedly the infrastructure is still lagging a little here in australia

quick sidenotewendover rhymes with bendover juvenile snorting chuckle behind hand emoji"
1,Ugwxo-MSMb7PFaVfr-R4AaABAg,ROOT,@SaiTorrKalFas,"It could be interesting to do a follow up on this, a lot has happened in five years. BYD just has announced charging with 1500 kW, something unthinkable back then.",0,2026-03-13 14:26:56+00:00,EV_Tech,The Electric Vehicle Charging Problem,Wendover Productions,https://i.ytimg.com/vi/pLcqJ2DclEg/hqdefault.jpg,5052968,https://www.youtube.com/watch?v=pLcqJ2DclEg,"It could be interesting to do a follow up on this, a lot has happened in five years. BYD just has announced charging with 1500 kW, something unthinkable back then.",2026-03-13 19:56:56+05:30,it could be interesting to do a follow up on this a lot has happened in five years byd just has announced charging with 1500 kw something unthinkable back then
2,UgyxGjdyatt17Cc43HR4AaABAg,ROOT,@senorsnout4417,"I would argue a deeper issue with EV adoption is also maintenance. Especially in more rural areas, it can be hard to find not only EV charging stations, but also someone to help you fix an issue if something goes wrong with your car. If an ICV breaks down, a person *can* diagnose and fix the issue themselves, or take it to a local mechanic. If an EV breaks down, you can pretty much only take it to a dealership. And if you're far from one...good luck, you're fucked.
Like, the nearest traditional mechanic where I live is about 5 minutes away. The nearest dealership is closer to 40.",0,2026-02-23 14:44:50+00:00,EV_Tech,The Electric Vehicle Charging Problem,Wendover Productions,https://i.ytimg.com/vi/pLcqJ2DclEg/hqdefault.jpg,5052968,https://www.youtube.com/watch?v=pLcqJ2DclEg,"I would argue a deeper issue with EV adoption is also maintenance. Especially in more rural areas, it can be hard to find not only EV charging stations, but also someone to help you fix an issue if something goes wrong with your car. If an ICV breaks down, a person *can* diagnose and fix the issue themselves, or take it to a local mechanic. If an EV breaks down, you can pretty much only take it to a dealership. And if you're far from one...good luck, you're fucked. Like, the nearest traditional mechanic where I live is about 5 minutes away. The nearest dealership is closer to 40.",2026-02-23 20:14:50+05:30,"i would argue a deeper issue with ev adoption is also maintenance especially in more rural areas it can be hard to find not only ev charging stations but also someone to help you fix an issue if something goes wrong with your car if an icv breaks down a person can diagnose and fix the issue themselves or take it to a local mechanic if an ev breaks down you can pretty much only take it to a dealership and if youre far from onegood luck youre fucked
like the nearest traditional mechanic where i live is about 5 minutes away the nearest dealership is closer to 40"
3,Ugyg5R1BKCx-mHjbfYt4AaABAg,ROOT,@michaelcallahan2090,In California there are Tesla superchargers everywhere,0,2026-02-17 21:15:51+00:00,EV_Tech,The Electric Vehicle Charging Problem,Wendover Productions,https://i.ytimg.com/vi/pLcqJ2DclEg/hqdefault.jpg,5052968,https://www.youtube.com/watch?v=pLcqJ2DclEg,In California there are Tesla superchargers everywhere,2026-02-18 02:45:51+05:30,in california there are tesla superchargers everywhere
4,UgxBntnG0CNXXnQIbWx4AaABAg,ROOT,@MrPC1121,This video needs an update,2,2026-02-15 09:36:29+00:00,EV_Tech,The Electric Vehicle Charging Problem,Wendover Productions,https://i.ytimg.com/vi/pLcqJ2DclEg/hqdefault.jpg,5052968,https://www.youtube.com/watch?v=pLcqJ2DclEg,This video needs an update,2026-02-15 15:06:29+05:30,this video needs an update
5,UgxNukoAPh5q1CKhjmx4AaABAg,ROOT,@quartytypo,Charge at home. Nobody is interested in building public charging stations.,0,2026-01-31 02:21:33+00:00,EV_Tech,The Electric Vehicle Charging Problem,Wendover Productions,https://i.ytimg.com/vi/pLcqJ2DclEg/hqdefault.jpg,5052968,https://www.youtube.com/watch?v=pLcqJ2DclEg,Charge at home. Nobody is interested in building public charging stations.,2026-01-31 07:51:33+05:30,charge at home nobody is interested in building public charging stations
6,UgyxBW2vONaKTNmvTGx4AaABAg,ROOT,@loganb.2029,"1:22 actual disruption would happen with a $20,000 ev",0,2026-01-22 04:23:22+00:00,EV_Tech,The Electric Vehicle Charging Problem,Wendover Productions,https://i.ytimg.com/vi/pLcqJ2DclEg/hqdefault.jpg,5052968,https://www.youtube.com/watch?v=pLcqJ2DclEg,"1:22 actual disruption would happen with a $20,000 ev",2026-01-22 09:53:22+05:30,122 actual disruption would happen with a 20000 ev
7,UgyrBs0PH3NeXiOFUMx4AaABAg,ROOT,@mgfoster,"4 years later and the charging problem is almost solved. Fast chargers are popping up all over, though there are still some places where they are lacking.",0,2026-01-20 07:13:15+00:00,EV_Tech,The Electric Vehicle Charging Problem,Wendover Productions,https://i.ytimg.com/vi/pLcqJ2DclEg/hqdefault.jpg,5052968,https://www.youtube.com/watch?v=pLcqJ2DclEg,"4 years later and the charging problem is almost solved. Fast chargers are popping up all over, though there are still some places where they are lacking.",2026-01-20 12:43:15+05:30,4 years later and the charging problem is almost solved fast chargers are popping up all over though there are still some places where they are lacking
8,UgwMTCLsNc-mo8Q1kcR4AaABAg,ROOT,@TheDirthound,"Are the batteries recyclable or are they just throwing them in a hole to further pollute our ground water ?  I don't see how electric cars are better for the environment. It takes fossil fuel to mine and transport the materials for the vehicle, plus fossil fuel or hydro power to charge it and the mining process  for the rare earth metals is an environmental nightmare that uses/pollutes vast quantities of water. I don't see that as being green, just splitting hairs and swapping water pollution for air pollution.",0,2026-01-08 02:49:17+00:00,EV_Tech,The Electric Vehicle Charging Problem,Wendover Productions,https://i.ytimg.com/vi/pLcqJ2DclEg/hqdefault.jpg,5052968,https://www.youtube.com/watch?v=pLcqJ2DclEg,"Are the batteries recyclable or are they just throwing them in a hole to further pollute our ground water ? I don't see how electric cars are better for the environment. It takes fossil fuel to mine and transport the materials for the vehicle, plus fossil fuel or hydro power to charge it and the mining process for the rare earth metals is an environmental nightmare that uses/pollutes vast quantities of water. I don't see that as being green, just splitting hairs and swapping water pollution for air pollution.",2026-01-08 08:19:17+05:30,are the batteries recyclable or are they just throwing them in a hole to further pollute our ground water   i dont see how electric cars are better for the environment it takes fossil fuel to mine and transport the materials for the vehicle plus fossil fuel or hydro power to charge it and the mining process  for the rare earth metals is an environmental nightmare that usespollutes vast quantities of water i dont see that as being green just splitting hairs and swapping water pollution for air pollution
9,Ugzuj2IUeV2Lv1SoZs94AaABAg,ROOT,@Jason_H,This video needs to be updated or taken down.,0,2025-12-30 11:44:49+00:00,EV_Tech,The Electric Vehicle Charging Problem,Wendover Productions,https://i.ytimg.com/vi/pLcqJ2DclEg/hqdefault.jpg,5052968,https://www.youtube.com/watch?v=pLcqJ2DclEg,This video needs to be updated or taken down.,2025-12-30 17:14:49+05:30,this video needs to be updated or taken down
